Barometer,Temp,NO,PM-10,RH,Radiation,WindDir,SO2,NOx,NO2,Compass,PM-2-5,CO,PM-1,O3,Wind Spd,TSP
1006.76,25.29,3.30,6.95,98.67,47.42,183.19,69.77,9.64,10.06,322.34,3.15,354.95,1.36,31.57,0.87,11.65
1004.25,26.79,3.98,9.31,97.00,104.04,189.26,69.35,9.62,8.97,322.11,4.03,324.42,1.57,33.97,2.04,16.21
1012.65,28.86,4.54,10.19,94.28,186.73,61.61,69.25,9.90,8.55,321.84,3.69,324.42,1.38,36.32,2.01,19.82
1007.62,24.65,4.52,10.40,91.64,260.88,121.35,74.31,8.40,6.23,322.24,3.66,232.82,1.38,40.12,2.28,18.76
1005.86,29.71,4.48,7.63,87.70,375.93,92.89,72.05,7.08,4.21,322.73,3.07,141.22,1.22,46.24,1.06,13.59
999.82,25.44,3.01,3.39,80.45,427.73,162.75,67.38,2.56,9.42,322.42,1.70,91.60,0.78,49.55,0.66,6.45
1010.52,28.75,2.82,3.20,76.45,443.17,178.95,65.72,1.97,8.45,322.75,1.71,68.70,0.81,50.56,1.84,6.34
1006.71,27.56,2.70,5.57,76.64,362.49,98.19,65.69,2.52,6.99,322.60,2.35,103.05,1.19,50.98,0.79,10.81
1009.78,26.18,2.90,8.08,78.45,210.54,175.67,65.83,3.65,1.27,322.62,3.03,122.13,1.40,47.71,1.69,14.49
1006.06,26.25,3.19,8.98,81.58,148.60,126.47,66.10,5.52,3.75,322.60,2.73,148.85,1.14,44.39,1.44,18.28
1013.32,27.47,3.47,10.39,83.21,65.38,68.57,66.81,7.30,6.13,322.40,3.75,202.28,1.80,41.11,1.73,19.14
1011.36,26.11,2.99,13.77,84.94,9.00,149.93,68.09,8.81,9.22,322.61,5.05,328.23,2.28,36.81,1.87,26.25
1006.01,28.60,2.63,13.95,87.34,0.00,157.61,67.27,9.54,10.91,322.68,4.80,354.95,2.07,31.91,1.52,25.28
1009.10,30.25,3.40,20.43,86.71,0.00,136.33,69.29,10.78,11.67,322.62,7.50,324.42,3.42,30.77,1.77,36.51
1003.39,26.14,2.67,20.93,87.85,0.00,72.48,69.72,8.41,9.08,322.89,7.32,385.48,2.91,30.51,1.16,41.11
1012.97,23.94,2.59,17.55,90.82,0.00,205.80,67.68,7.68,8.06,322.82,6.34,370.22,2.28,29.27,2.20,34.83
1005.83,24.85,2.81,16.46,93.12,0.00,146.31,68.43,7.55,7.52,322.64,6.38,301.52,2.36,27.99,1.53,28.69
1000.14,27.36,2.64,15.82,94.64,0.00,119.90,70.63,6.32,5.87,322.37,6.40,232.82,2.47,30.56,2.29,27.66
1006.50,24.19,2.95,8.89,99.08,0.00,129.66,69.10,8.94,9.49,322.26,4.60,129.77,2.07,33.54,1.23,22.66
1001.13,28.71,3.63,8.59,100.00,0.00,99.34,66.95,9.56,9.42,322.60,4.47,99.23,1.93,34.77,1.29,23.78
1002.92,28.16,3.00,5.90,99.84,0.00,160.39,66.32,5.84,4.56,322.40,2.94,110.68,1.31,38.27,0.74,16.27
1003.08,25.42,2.86,6.72,99.42,0.00,163.32,70.42,7.54,7.43,322.45,3.13,213.73,1.38,36.45,1.10,12.22
1009.50,28.67,2.44,8.95,99.71,2.03,77.50,75.65,9.01,10.38,322.50,4.52,358.77,2.11,29.90,2.18,14.58
1009.68,26.93,2.53,7.78,99.59,21.96,184.39,77.44,6.74,6.69,322.52,3.87,354.95,1.65,30.54,1.98,12.77
1003.97,28.85,3.86,8.68,97.47,71.88,184.32,76.82,8.65,7.64,321.60,4.31,416.02,1.87,32.59,1.64,14.56
1008.40,23.57,5.56,12.35,96.36,122.48,90.13,72.49,13.01,11.87,322.02,5.31,366.40,2.16,32.36,1.90,21.35
1008.88,21.74,6.18,18.25,92.20,302.18,158.13,80.81,11.76,8.96,322.21,6.66,347.32,2.47,38.21,2.52,34.55
1004.45,26.67,3.02,8.45,84.78,274.24,221.69,74.14,2.74,7.48,321.85,3.18,133.58,1.11,45.77,1.39,15.76
1001.93,29.06,2.78,5.10,82.57,326.00,121.54,67.54,1.63,7.81,322.45,2.23,80.15,0.83,45.42,1.59,9.32
1007.97,25.67,2.84,4.07,82.06,375.92,232.17,67.02,1.39,7.69,322.46,1.97,68.70,0.80,46.48,2.12,7.20
1010.25,27.82,2.66,3.80,83.52,361.32,170.00,66.17,1.54,7.94,322.37,1.92,80.15,0.80,47.60,1.81,6.95
1003.93,26.45,2.57,4.41,83.14,185.91,153.84,66.08,1.94,8.28,322.21,1.71,141.22,0.67,54.04,2.27,8.21
1007.06,29.70,2.51,5.83,81.24,138.91,155.44,67.06,2.54,8.22,322.67,2.39,194.65,1.05,67.17,0.53,12.12
1003.46,26.55,2.60,9.59,81.14,115.46,217.87,66.99,2.98,8.64,321.96,3.93,225.18,1.84,69.35,1.91,18.62
1008.51,23.35,4.18,13.22,90.70,20.08,97.30,67.32,13.76,15.15,322.47,7.48,221.37,3.53,47.03,1.33,30.41
1012.21,27.38,4.94,16.77,99.72,5.57,113.13,70.42,26.11,33.35,322.51,10.22,347.32,4.86,24.85,1.45,33.53
1011.58,27.23,2.83,18.90,99.82,0.00,170.95,73.31,17.62,23.29,322.39,10.96,473.27,5.71,31.11,2.07,30.48
1003.57,26.03,2.76,18.98,99.24,0.00,189.54,83.91,16.20,21.16,322.08,10.17,622.12,5.25,30.69,2.01,28.47
1009.21,28.77,2.62,23.49,96.54,0.00,81.26,79.54,13.98,17.89,322.66,12.31,679.37,6.66,34.06,2.17,36.24
999.77,32.08,2.38,20.93,91.79,0.71,108.69,73.08,9.50,11.23,322.78,11.00,675.55,6.11,48.04,2.61,30.34
1000.93,30.58,2.33,18.55,89.40,0.50,104.77,74.12,7.32,7.90,322.68,8.64,446.55,4.24,60.67,0.45,28.37
1004.27,27.59,2.43,32.89,89.19,0.38,192.91,78.63,7.66,8.28,322.76,13.74,553.42,5.64,61.76,1.43,52.45
1007.40,24.10,2.40,35.75,83.77,0.41,151.38,82.99,5.82,5.45,322.73,15.29,507.62,6.56,74.33,0.38,57.59
1012.59,28.95,2.33,21.32,75.42,0.40,133.21,76.04,3.19,1.42,322.36,11.08,305.33,5.92,90.04,1.91,32.94
1008.96,22.40,2.56,18.51,71.37,0.16,180.61,70.75,2.33,0.03,322.73,9.88,248.08,5.32,96.47,1.45,28.87
1005.24,24.38,2.44,18.11,71.52,0.03,152.35,69.82,2.41,0.21,322.84,9.72,259.53,5.20,93.96,1.11,28.71
1010.01,26.55,2.30,17.75,73.01,3.52,144.72,70.21,2.45,0.31,322.83,9.51,278.62,5.05,89.39,1.18,28.14
1005.86,23.55,2.40,18.53,72.42,53.88,217.34,70.41,2.92,0.88,322.46,9.24,278.62,4.83,86.33,1.79,28.26
1011.39,25.13,2.46,19.15,70.51,155.98,197.50,70.66,3.38,1.51,322.68,9.18,286.25,4.75,88.27,1.70,30.96
1010.39,26.31,2.37,17.11,67.36,216.14,169.12,68.77,2.75,0.67,322.73,8.77,259.53,4.59,91.46,1.93,25.34
1010.36,23.79,2.36,15.57,64.75,410.06,154.92,67.61,2.35,0.07,322.88,7.89,236.63,4.20,90.86,1.05,24.01
1007.67,32.67,2.56,14.46,64.36,646.52,184.52,67.44,2.20,0.64,323.00,7.09,225.18,3.72,87.41,1.04,23.39
1009.77,28.52,2.53,13.81,62.77,689.70,164.88,68.23,1.80,0.54,322.89,6.52,198.47,3.34,86.60,2.28,23.30
1007.35,30.97,2.29,12.30,62.75,494.75,144.59,69.67,1.50,0.60,322.84,6.33,194.65,3.25,86.16,1.45,19.83
1005.63,25.47,2.39,12.65,64.11,468.78,135.59,69.93,1.84,0.65,322.95,6.26,194.65,3.24,83.47,0.64,20.10
1004.88,27.88,2.38,12.57,64.03,376.25,126.52,69.71,2.15,0.70,322.95,6.33,187.02,3.26,84.63,1.93,21.60
1004.90,26.73,2.33,12.55,64.53,243.21,177.73,69.18,2.03,0.67,322.84,6.42,187.02,3.35,86.86,2.05,20.84
1007.63,24.25,2.39,12.39,66.32,106.80,179.73,68.39,2.28,0.57,322.89,6.00,175.57,3.16,89.91,2.69,19.60
1013.04,30.78,2.26,12.41,68.54,54.77,158.26,68.50,2.30,0.55,322.78,6.37,183.20,3.39,92.56,0.80,20.62
1004.89,24.70,2.44,11.64,70.09,17.21,98.29,69.05,2.39,0.62,322.94,5.96,179.38,3.20,93.35,1.60,19.34
1005.88,30.03,2.64,8.84,71.24,0.00,123.01,68.34,2.32,0.61,323.00,4.95,152.67,2.66,85.87,1.85,14.88
1004.34,32.06,2.47,9.89,70.76,0.00,169.91,68.27,2.03,0.62,322.94,5.32,145.03,2.91,83.86,0.91,16.48
1007.56,27.86,2.27,9.98,71.24,0.00,139.21,67.73,1.99,0.62,322.85,5.59,160.30,3.05,81.16,1.59,15.81
1007.73,29.04,2.30,9.03,72.08,0.00,116.58,67.12,2.04,0.62,322.95,4.93,156.48,2.72,78.76,2.39,15.66
1005.11,30.18,2.30,7.51,73.85,0.00,155.36,66.75,1.99,0.61,322.48,4.48,152.67,2.56,76.92,1.96,12.30
1005.81,29.78,2.35,7.45,73.69,0.00,138.23,66.39,2.04,0.60,322.11,4.43,152.67,2.57,75.84,1.44,12.32
1005.10,28.52,2.37,6.60,73.70,0.00,115.92,66.62,2.02,0.61,322.49,4.24,152.67,2.46,73.87,0.86,11.37
1002.24,26.07,2.43,5.58,73.83,0.00,110.09,66.88,2.00,0.61,322.53,3.47,156.48,2.00,72.30,1.21,9.32
1007.16,26.33,2.49,5.83,74.23,0.00,122.69,67.99,2.02,0.61,322.94,3.55,167.93,2.04,70.92,1.32,8.74
1009.85,25.68,2.46,7.61,74.71,0.00,157.95,68.81,2.20,0.61,322.89,4.92,179.38,2.87,68.06,2.02,11.66
1010.21,28.75,2.37,10.20,75.18,0.60,227.78,68.77,2.34,0.61,322.95,6.35,190.83,3.73,65.89,0.50,16.38
1008.08,26.02,2.49,13.72,75.48,21.71,148.92,68.02,3.30,1.34,322.88,7.50,225.18,4.37,62.33,1.77,22.30
1004.76,30.81,2.88,17.99,74.92,120.49,121.62,68.73,6.07,5.08,322.67,9.76,293.88,5.69,58.10,1.22,30.37
1001.66,23.46,3.30,18.71,72.23,276.02,117.82,68.45,5.76,3.98,323.00,8.97,236.63,4.97,59.13,0.91,30.17
1007.22,30.04,3.04,17.64,68.93,440.24,102.95,67.90,3.91,1.46,322.95,8.17,194.65,4.57,64.40,1.10,29.70
1004.74,26.72,2.71,21.25,65.27,678.86,174.20,67.29,2.94,0.46,323.00,8.18,187.02,4.42,69.56,1.26,39.03
1009.21,25.12,2.70,19.70,62.65,686.93,203.31,67.12,2.28,2.46,323.00,7.80,160.30,4.04,70.73,1.29,35.15
1006.30,30.90,2.48,12.16,60.21,779.97,139.77,67.01,1.40,2.69,323.00,6.15,133.58,3.42,69.13,2.11,21.18
1006.31,28.95,2.46,14.93,58.04,809.48,176.53,66.54,1.75,2.21,322.83,6.19,133.58,3.23,68.21,1.10,27.49
1007.92,28.91,2.54,16.43,58.22,748.65,76.25,67.41,2.46,1.86,322.27,6.52,148.85,3.39,71.33,2.43,30.83
1003.18,28.59,2.59,16.07,58.00,572.22,128.06,68.79,2.33,1.94,322.16,6.46,148.85,3.46,74.87,1.70,29.10
1006.49,24.71,2.87,25.34,57.87,335.26,165.45,70.02,4.44,2.55,322.24,9.83,187.02,4.79,74.21,1.26,44.48
1004.21,27.18,2.83,27.21,58.22,111.93,139.17,71.25,5.58,4.40,322.72,10.60,194.65,5.31,76.66,2.15,47.36
1011.87,26.66,2.54,17.60,59.85,20.34,159.15,73.65,4.07,2.50,322.58,8.17,213.73,4.44,80.63,2.43,32.41
1005.71,27.74,2.56,19.36,61.26,0.00,127.82,73.35,3.35,1.31,322.58,8.12,171.75,4.39,84.09,2.18,36.41
1010.24,23.99,2.46,20.08,61.51,0.00,65.62,74.32,2.71,0.47,322.58,8.87,152.67,4.85,84.84,1.37,36.42
1003.62,29.58,2.39,18.15,61.98,0.00,108.50,79.38,2.83,0.77,322.53,7.75,152.67,4.20,83.02,1.22,33.72
1010.85,24.31,2.49,13.53,61.90,0.00,58.81,77.54,2.65,0.34,323.00,7.03,133.58,4.10,80.42,1.76,25.26
1010.32,27.80,2.52,11.96,61.28,0.00,175.86,73.32,2.40,2.40,323.00,6.54,106.87,3.88,76.87,1.57,22.27
1008.09,26.88,2.42,12.09,66.26,0.00,112.62,70.20,2.99,0.98,323.00,7.38,152.67,4.35,69.63,1.08,19.16
1005.87,24.28,2.40,10.72,64.62,0.01,192.55,71.46,2.60,0.40,323.00,6.13,137.40,3.52,70.77,1.18,17.73
1007.74,28.92,2.46,10.13,62.28,0.00,152.89,72.97,2.05,1.08,322.63,5.21,110.68,3.02,77.71,2.83,19.91
1005.73,30.28,2.46,10.67,62.48,0.00,172.64,71.18,2.20,1.06,322.63,5.33,122.13,3.06,77.77,0.67,18.71
1011.87,26.87,2.51,11.19,62.59,0.00,145.29,72.98,2.32,0.99,322.63,4.90,110.68,2.70,72.07,1.46,20.49
1007.61,30.62,2.27,12.56,64.09,1.97,132.55,73.31,2.34,0.98,322.63,4.94,125.95,2.65,69.94,0.73,22.11
1007.56,26.61,2.35,13.73,67.10,17.07,124.68,69.64,3.42,1.75,322.63,5.68,175.57,3.03,68.54,0.99,23.91
1005.37,28.57,2.71,16.38,68.12,88.26,186.17,69.00,5.44,4.35,322.64,6.66,213.73,3.45,64.80,0.65,27.27
1005.91,27.50,3.09,19.94,67.70,220.20,148.73,68.50,5.36,3.68,322.64,7.02,183.20,3.48,64.46,2.64,36.31
1006.01,23.97,3.11,20.44,66.20,248.02,147.83,67.95,5.54,3.89,322.64,7.04,175.57,3.52,66.96,2.13,37.22
1010.75,26.52,2.84,20.33,66.27,266.79,125.25,68.50,5.06,3.57,322.57,8.01,194.65,4.23,70.31,1.98,40.08
1007.84,28.59,2.65,15.52,65.45,449.31,107.02,68.77,3.29,1.10,322.14,7.12,190.83,3.97,74.95,1.00,28.43
1012.48,23.46,2.47,12.54,65.12,555.72,102.81,69.58,2.32,2.85,322.57,6.90,194.65,4.13,78.68,1.72,21.03
1005.87,31.99,2.47,21.49,65.12,516.01,113.58,71.92,2.62,0.29,323.00,10.19,213.73,5.86,81.26,0.85,41.39
1009.78,28.59,2.58,25.39,63.75,536.89,109.11,73.74,3.36,1.29,322.57,9.73,206.10,5.25,83.01,1.61,50.51
1002.27,23.39,2.51,23.36,62.94,458.23,157.93,72.86,3.32,1.37,322.52,8.97,198.47,4.68,83.59,1.87,48.42
1003.88,27.29,2.49,31.77,64.14,188.65,158.52,70.62,4.70,3.56,322.54,14.41,232.82,8.34,79.76,0.80,56.43
1009.21,24.61,2.51,35.44,65.41,57.03,200.42,71.77,6.14,5.79,323.00,16.47,316.78,9.92,75.86,1.93,65.32
1011.29,24.16,2.60,30.89,67.71,9.44,197.68,73.09,5.88,5.23,322.58,13.77,404.57,8.44,73.56,0.66,57.33
1010.77,24.02,2.62,20.50,65.26,0.00,106.64,75.16,3.64,1.68,322.58,8.88,255.72,4.93,84.98,1.80,37.39
1010.32,29.36,2.62,16.77,63.87,0.00,147.45,75.97,2.81,0.40,323.00,6.95,167.93,3.66,96.02,1.94,30.47
1005.37,23.71,2.47,17.28,63.59,0.00,133.42,72.60,2.78,0.57,323.00,6.53,160.30,3.45,98.69,1.18,30.21
1008.24,30.54,2.35,14.89,63.95,0.00,132.84,71.22,3.04,1.15,323.00,6.35,160.30,3.42,98.86,1.86,27.31
1007.06,28.24,2.29,13.63,63.20,0.00,96.84,70.78,2.62,0.58,323.00,5.82,141.22,3.15,96.36,0.41,25.98
1006.20,24.62,2.31,12.86,62.53,0.00,177.29,70.69,2.45,0.29,322.68,5.44,122.13,2.98,91.97,0.99,23.62
1004.85,27.43,2.30,10.30,62.61,0.00,131.71,72.00,2.40,0.23,322.71,5.37,114.50,3.01,90.53,1.79,18.27
1004.40,24.19,2.47,10.48,62.80,0.00,148.63,73.61,2.52,0.17,322.71,5.32,110.68,2.98,88.60,1.08,17.82
